NAME,COMMON NAME,FAMILY,NATIVITY,HABIT,LOCATION and QUANTITY,ACCN #
Symphoricarpos albus,snowberry,Caprifoliaceae,"SE Ala, BC to Que; USA",SD,NURS (15)                                                 ,2016-0257
Symphoricarpos albus,snowberry,Caprifoliaceae,"SE Ala, BC to Que; USA",SD,139 (1)                                                 ,1997-0815
Symphoricarpos albus,snowberry,Caprifoliaceae,"SE Ala, BC to Que; USA",SD,"NURS (200), 23B (26), 6A (100), 24E (7), 8 (17), 43 (34), 22A (10), 5 (33)",2011-0225
Symphoricarpos albus,snowberry,Caprifoliaceae,"SE Ala, BC to Que; USA",SD,"137M (3), 33 (4), 13B (1), 22A (14), 15A (12), 35B (1), 39 (1), 22B (12), 137F (1)",1973-0140
Symphoricarpos mollis,western snowberry,Caprifoliaceae,"BC to Calif, e to Nev & Ida",SD,135C (3)                                                 ,1995-0445
Symphoricarpos orbiculatus,coralberry,Caprifoliaceae,SC&E USA; Mexico,SD,46A (4)                                                 ,1990-0048
Symphoricarpos x chenaultii,Chenault snowberry,Caprifoliaceae,Garden Origin,SD,46E (1)                                                 ,1976-0107
Symphoricarpos x chenaultii,Chenault snowberry,Caprifoliaceae,Garden Origin,SD,15A (3)                                                 ,1990-0047
Symphoricarpos x chenaultii 'Hancock',dwarf Chenault snowberry,Caprifoliaceae,Garden Origin,SD,70 (1)                                                 ,1998-0285
Symphoricarpos x doorenbosii 'Magic Berry',snowberry,Caprifoliaceae,Garden Origin,SD,96B (3)                                                 ,2017-0031
Symphyandra hofmannii,ring bell flower,Campanulaceae,Balkans,HD,155 (1)                                                 ,1986-0297
Symphyotrichum ericoides,tufted white prairie aster,Asteraceae,N Amer,HD,"137M (20), 135A (54)",2000-0310
Symphyotrichum ericoides var. pansum,tufted white prairie aster,Asteraceae,"BC to Mont, s to Utah & Neb",HD,135C (1)                                                 ,1999-0388
Symphyotrichum foliaceum,leafy aster,Asteraceae,W Canada & USA,HD,135C (1)                                                 ,1993-0836
Symphyotrichum laeve,smooth aster,Asteraceae,"W N America, inc Canada",HD,135C (1)                                                 ,1997-0668
Symphyotrichum lateriflorum,calico aster,Asteraceae,"Man to NS, s to Tex & Fla",HD,135A (7)                                                 ,1997-0105
Symphyotrichum lateriflorum 'Lady in Black',calico aster,Asteraceae,Garden Origin,HD,69 (7)                                                 ,2007-0183
Symphyotrichum lateriflorum 'Prince',calico aster,Asteraceae,Garden Origin,HD,55 (5)                                                 ,2002-0400
Symphyotrichum lateriflorum var. horizontale,calico aster,Asteraceae,"Man to Ont; Que,NB,NS,PEI",HD,24E (3)                                                 ,1997-0363
Symphyotrichum lateriflorum var. horizontale,calico aster,Asteraceae,"Man to Ont; Que,NB,NS,PEI",HD,137M (5)                                                 ,2000-0292
Symphyotrichum novae-angliae,New England aster,Asteraceae,ENA,HD,"135A (50), 145 (36)",2000-0251
Symphyotrichum novae-angliae 'Andenken an Alma P÷tschke',New England aster,Asteraceae,Garden Origin,HD,50D (5)                                                 ,1992-0157
Symphyotrichum novae-angliae 'Septemberrubin',New England aster,Asteraceae,Garden Origin,HD,NURS (29)                                                 ,2008-0283
Symphyotrichum novae-angliae 'Septemberrubin',New England aster,Asteraceae,Garden Origin,HD,"68 (18), 50E (7)",2003-0133
Symphyotrichum novi-belgii,Michaelmas daisy,Asteraceae,ENA,HD,137M (4)                                                 ,1996-0296
Symphyotrichum novi-belgii,Michaelmas daisy,Asteraceae,ENA,HD,137M (12)                                                 ,1997-0695
Symphyotrichum novi-belgii 'Lady In Blue',Michaelmas daisy,Asteraceae,Garden Origin,HD,"50P (1), 96A (10), 55A (15)",1995-0330
Symphyotrichum novi-belgii 'Lady In Blue',Michaelmas daisy,Asteraceae,Garden Origin,HD,50E (29)                                                 ,1994-0445
Symphyotrichum novi-belgii 'Professor Anton Kippenberg',Michaelmas daisy,Asteraceae,Garden Origin,HD,52 (1)                                                 ,1984-0099
Symphyotrichum novi-belgii 'Snowsprite',Michaelmas daisy,Asteraceae,Garden Origin,HD,39 (1)                                                 ,1989-0175
Symphyotrichum novi-belgii 'White Climax',Michaelmas daisy,Asteraceae,Garden Origin,HD,39 (1)                                                 ,1995-0123
Symphyotrichum novi-belgii 'White Opal',Michaelmas daisy,Asteraceae,Garden Origin,HD,69B (12)                                                 ,2003-0063
Symphyotrichum oblongifolium,aromatic aster,Asteraceae,E USA,HD,"16 (8), 10 (27)",2017-0036
Symphyotrichum subspicatum,Douglas' aster,Asteraceae,widespread in Canada & USA,HD,22B (30)                                                 ,1997-0468
Symphyotrichum subspicatum,Douglas' aster,Asteraceae,widespread in Canada & USA,HD,137M (16)                                                 ,2000-0331
Symphytum tuberosum,tuberous comfrey,Boraginaceae,Europe,HD,33 (6)                                                 ,1998-0148
Symphytum x uplandicum 'Variegatum',var'd hybrid comfrey,Boraginaceae,Garden Origin,HD,"44 (2), 70 (2)",1994-0070
Symplocarpus foetidus,eastern skunk cabbage,Araceae,"E Can, E USA & NE Asia",HD,16 (3)                                                 ,2013-0294
Syneilesis aconitifolia,shredded umbrella plant,Asteraceae,NE Asia,HD,121E (7)                                                 ,2016-0138
Syneilesis aconitifolia,shredded umbrella plant,Asteraceae,NE Asia,HD,25 (2)                                                 ,2013-0295
Syneilesis palmata, ,Asteraceae,"China, Korea, Japan",HD,86 (5)                                                 ,2013-0229
Synthyris missurica,mountain kittentails,Plantaginaceae,Western USA,HE,96A (5)                                                 ,1979-1367
Synthyris missurica,mountain kittentails,Plantaginaceae,Western USA,HE,96A (6)                                                 ,2007-0111
Synthyris missurica 'Alba',mountain kittentails,Plantaginaceae,Garden Origin,HE,96A (1)                                                 ,1979-1369
Syringa,lilac,Oleaceae, ,SD,140 (1)                                                 ,1994-0068
Syringa emodi,Himalayan lilac,Oleaceae,Afghan & Himalayas,SD,"137A (1), 136 (1), 25 (1), STOR (2), 122 (3)",1981-0055
Syringa josikaea,Hungarian lilac,Oleaceae,Galicia & Hungary,SD,NURS (1)                                                 ,1996-0147
Syringa meyeri 'Palibin',dwarf Korean lilac,Oleaceae,Garden Origin,SD,"126B (1), 126D (1), 52 (1), 126C (1)",1989-0501
Syringa meyeri 'Palibin',dwarf Korean lilac,Oleaceae,Garden Origin,SD,"55 (1), 140 (1), 71 (1)",1973-0043
Syringa meyeri 'Palibin',dwarf Korean lilac,Oleaceae,Garden Origin,SD,"140 (1), 136 (13), 47A (2)",1979-1325
Syringa oblata,lilac,Oleaceae,China,SD,140 (1)                                                 ,1999-0500
Syringa pubescens ssp. patula,lilac,Oleaceae,N China,SD,"120A (3), 121 (1), 126B (1)",1990-0248
Syringa pubescens ssp. patula 'Miss Kim',lilac,Oleaceae,Garden Origin,SD,55 (2)                                                 ,2009-0134
Syringa reticulata,Japanese tree lilac,Oleaceae,N Japan,SD,74 (1)                                                 ,1982-0240
Syringa reticulata,Japanese tree lilac,Oleaceae,N Japan,SD,25 (1)                                                 ,1984-0039
Syringa reticulata 'Ivory Silk',Japanese tree lilac,Oleaceae,Garden Origin,SD,122 (1)                                                 ,1990-0587
Syringa reticulata 'Ivory Silk',Japanese tree lilac,Oleaceae,Garden Origin,SD,44 (1)                                                 ,1990-0016
Syringa reticulata ssp. amurensis,Amur lilac,Oleaceae,N China,SD,48S (1)                                                 ,1973-0127
Syringa vulgaris (unknown cultivar),French or common lilac,Oleaceae,Garden origin,SD,140 (1)                                                 ,1990-0034
Syringa vulgaris 'Aucubifolia',French or common lilac,Oleaceae,Garden Origin,SD,"55 (1), 36B (1)",1999-0502
Syringa vulgaris 'Charles Joly',French or common lilac,Oleaceae,Garden Origin,SD,152 (1)                                                 ,1986-0190
Syringa vulgaris 'Charles Joly',French or common lilac,Oleaceae,Garden Origin,SD,"1 (1), 47C (1)",1994-0067
Syringa vulgaris 'Clark's Giant',French or common lilac,Oleaceae,Garden Origin,SD,NURS (1)                                                 ,1999-0505
Syringa vulgaris 'Edward J. Gardner',French or common lilac,Oleaceae,Garden Origin,SD,NURS (1)                                                 ,1999-0503
Syringa vulgaris 'Katherine Havemeyer',French or common lilac,Oleaceae,Garden Origin,SD,140 (1)                                                 ,1990-0035
Syringa vulgaris 'Madame Lemoine',French or common lilac,Oleaceae,Garden Origin,SD,152 (1)                                                 ,1986-0189
Syringa vulgaris 'Nadezhda',French or common lilac,Oleaceae,Garden Origin,SD,NURS (1)                                                 ,1999-0504
Syringa vulgaris 'President Poincare',French or common lilac,Oleaceae,Garden Origin,SD,"48N (1), 140 (1)",1999-0501
Syringa vulgaris 'Sensation',French or common lilac,Oleaceae,Garden Origin,SD,NURS (1)                                                 ,1999-0552
Syringa vulgaris 'Vesper',French or common lilac,Oleaceae,Garden Origin,SD,136 (1)                                                 ,1983-0338
Syringa wolfii,Manchurian lilac,Oleaceae,N China & Korea,SD,48S (1)                                                 ,1977-0668
Syringa x laciniata,cutleaf lilac,Oleaceae,SW Asia,SD,NURS (1)                                                 ,1999-0499
Syringa x prestoniae 'Coral',Preston lilac (Cdn cv),Oleaceae,Garden Origin,SD,117 (1)                                                 ,1989-0126
Syringa x prestoniae 'Minuet',Preston lilac (Cdn cv),Oleaceae,Garden Origin,SD,117 (2)                                                 ,1990-0017
Syringa x prestoniae 'Miss Canada',Preston lilac (Cdn cv),Oleaceae,Garden Origin,SD,117 (1)                                                 ,1989-0128
Syringa yunnanensis,Yunnan lilac,Oleaceae,Yunnan,SD,130A (1)                                                 ,1981-0132
Syringa yunnanensis 'Rosea',Yunnan lilac,Oleaceae,Garden Origin,SD,130A (1)                                                 ,1981-0131
Taiwania cryptomerioides,coffin tree,Cupressaceae,"China, Myanmar & Taiwan",TC,123 (1)                                                 ,2009-0002
Taiwania cryptomerioides,coffin tree,Cupressaceae,"China, Myanmar & Taiwan",TC,121 (1)                                                 ,1994-0097
Tamarix ramosissima 'Pink Cascade',tamarisk,Tamaricaceae,Garden Origin,SD,STOR (3)                                                 ,1974-1423
Tanacetum albipannosum,tansy,Asteraceae,Turkey,HD,NURS (1)                                                 ,2011-0191
Tanacetum bipinnatum ssp. huronense,northern dune tansy,Asteraceae,Coastal BC to N Calif,HD,22A (1)                                                 ,1990-0320
Tanacetum cinerariifolium,Dalmatian pyrethrum,Asteraceae,Albania & Balkans,HD,32 (2)                                                 ,1998-0048
Tanacetum niveum,silver tansy,Asteraceae,Europe,HD,NURS (12)                                                 ,2011-0155
Tanacetum parthenium,"feverfew, matricaria",Asteraceae,SE Europe to Caucasus,HD,32 (6)                                                 ,1991-0476
Tanacetum parthenium,"feverfew, matricaria",Asteraceae,SE Europe to Caucasus,HD,148 (1)                                                 ,1988-0195
Tanacetum parthenium 'Aureum',golden feverfew,Asteraceae,Garden Origin,HD,49 (1)                                                 ,1994-0352
Tanacetum vulgare 'Gold Sticks',tansy,Asteraceae,Garden Origin,HD,"32 (70), 58B (10)",2001-0396
Tanakaea radicans,Japanese foam flower,Saxifragaceae,China & Japan,HE,86 (5)                                                 ,2013-0230
Tanakaea radicans,Japanese foam flower,Saxifragaceae,China & Japan,HE,86 (10)                                                 ,2012-0265
Taxodium distichum,bald cypress,Cupressaceae,SE USA,TC,"31 (1), 27W (1)",1972-0387
Taxodium distichum,bald cypress,Cupressaceae,SE USA,TC,"33A (1), 31 (4)",1975-0101
Taxodium distichum,bald cypress,Cupressaceae,SE USA,TC,"32T (1), 31 (3)",1973-0491
Taxodium distichum,bald cypress,Cupressaceae,SE USA,TC,"107D (1), 107E (4), 107B (3)",1990-0002
Taxodium distichum,bald cypress,Cupressaceae,SE USA,TC,30 (1)                                                 ,2012-0039
Taxodium distichum,bald cypress,Cupressaceae,SE USA,TC,"27 (1), 30 (2)",2012-0040
Taxodium distichum,bald cypress,Cupressaceae,SE USA,TC,107T (1)                                                 ,1996-0299
Taxodium distichum,bald cypress,Cupressaceae,SE USA,TC,31 (1)                                                 ,1973-0384
Taxodium distichum,bald cypress,Cupressaceae,SE USA,TC,"27 (1), 30 (2)",2012-0041
Taxodium distichum 'Cascade Falls',weeping bald cypress,Cupressaceae,Garden Origin,TC,75 (1)                                                 ,2012-0056
Taxodium distichum 'Pendens',bald cypress,Cupressaceae,Garden Origin,TC,27W (1)                                                 ,1974-0444
Taxodium distichum 'Pendens',bald cypress,Cupressaceae,Garden Origin,TC,33A (1)                                                 ,1981-0170
Taxodium distichum var. imbricatum,pond cypress,Cupressaceae,SE USA,TC,107T (1)                                                 ,1994-0096
Taxodium distichum var. imbricatum 'Nutans',pond cypress,Cupressaceae,Garden Origin,TC,NURS (1)                                                 ,2016-0233
Taxodium mucronatum,Montezuma cypress,Cupressaceae,Mexico & USA (Texas),TD,30 (1)                                                 ,1991-0188
Taxus baccata,English yew,Taxaceae,"N Afr, Europe & W Asia",TC,"15C (1), NURS (2)",1974-0109
Taxus baccata,English yew,Taxaceae,"N Afr, Europe & W Asia",TC,"15B (1), 15C (2), 77 (1), 30 (1)",1976-0114
