"","X","TaxonName","ItemAccNoFull","AccNoCons","ItemLocationCode","ItemSpecCount","ProvenanceCode","ItemCoordX","ItemCoordY","Family","Genus","Species","NAME","COMMON.NAME","FAMILY","NATIVITY","HABIT","LOCATION.and.QUANTITY","ACCN..","X.1","genus","family","order","group","binomial","id"
"916",10075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhododendron trichocladum"," ","Ericaceae","Myanmar, Tibet & Yunnan","SE","NURS (1), 122 (3)","1982-0096",NA,NA,NA,NA,NA,NA,NA
"917",10076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhododendron trichocladum"," ","Ericaceae","Myanmar, Tibet & Yunnan","SE","122 (6)                                                 ","1981-0394",NA,NA,NA,NA,NA,NA,NA
"918",10077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhododendron trichocladum"," ","Ericaceae","Myanmar, Tibet & Yunnan","SE","121C (2), 122 (1)","1982-0094",NA,NA,NA,NA,NA,NA,NA
"919",10236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhus glabra","smooth sumac","Anacardiaceae","BC to Mex; Ont to Ga","TD","22A (4)                                                 ","1976-0170",NA,NA,NA,NA,NA,NA,NA
"920",10237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhus glabra","smooth sumac","Anacardiaceae","BC to Mex; Ont to Ga","TD","4 (3)                                                 ","2011-0287",NA,NA,NA,NA,NA,NA,NA
"921",10815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sarracenia minor","hooded pitcher plant","Sarraceniaceae","Southeastern USA (South Carolina to Florida)","HD","37A (6)                                                 ","2005-0075",NA,NA,NA,NA,NA,NA,NA
"922",10952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scirpus microcarpus","panicled or smallflower bulrush","Cyperaceae","North America","HE","NURS (20)                                                 ","2016-0286",NA,NA,NA,NA,NA,NA,NA
"923",11195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Solanum pyracanthum","devil's thorn","Solanaceae","Africa & Madagascar","HE","SEAS (3)                                                 ","2008-0413",NA,NA,NA,NA,NA,NA,NA
"924",11371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Strelitzia nicolai","giant bird-of-paradise","Strelitziaceae","Afr (Natal & NE Cape)","HE","SEAS (1)                                                 ","2001-0327",NA,NA,NA,NA,NA,NA,NA
"925",11396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symphoricarpos mollis","western snowberry","Caprifoliaceae","BC to Calif, e to Nev & Ida","SD","135C (3)                                                 ","1995-0445",NA,NA,NA,NA,NA,NA,NA
"926",11442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Syringa oblata","lilac","Oleaceae","China","SD","140 (1)                                                 ","1999-0500",NA,NA,NA,NA,NA,NA,NA
"927",11573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thalia dealbata","hardy water canna","Marantaceae","SC to Fla, Mo & Tex; Mex","W","SEAS (3)                                                 ","2005-0054",NA,NA,NA,NA,NA,NA,NA
"928",11599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thuja koraiensis","Korean arborvitae","Cupressaceae","Korea & NE China","TC","136 (1)                                                 ","1989-0042",NA,NA,NA,NA,NA,NA,NA
"929",11701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tibouchina urvilleana","princessflower","Melastomataceae","Brazil","SE","SEAS (1)                                                 ","1980-0900",NA,NA,NA,NA,NA,NA,NA
"930",11702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tibouchina urvilleana","princessflower","Melastomataceae","Brazil","SE","SEAS (4)                                                 ","1975-0479",NA,NA,NA,NA,NA,NA,NA
"931",11820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tripterygium regelii"," ","Celastraceae","N China, Japan & Korea","SD","127B (1), 121C (1)","1996-0737",NA,NA,NA,NA,NA,NA,NA
"932",11856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tropaeolum tricolor","solidado rojo, cornucopia nasturtium","Tropaeolaceae","Boliv & Chile","HD","NURS                                                  ","2008-0145",NA,NA,NA,NA,NA,NA,NA
"933",11957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Turbina corymbosa","ololiuqui","Convolvulaceae","Tropical America & Africa","VE","STOR (2)                                                 ","1997-0495",NA,NA,NA,NA,NA,NA,NA
"934",12047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Verbascum nigrum","dark mullein","Scrophulariaceae","Britain & Europe to Sib","HE","39 (1)                                                 ","1985-0454",NA,NA,NA,NA,NA,NA,NA
"935",12235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Viola pubescens","downy yellow violet","Violaceae","NS to Miss & Okla","HD","27 (10)                                                 ","1980-0971",NA,NA,NA,NA,NA,NA,NA
"936",12297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wollemia nobilis","Wollemi pine","Araucariaceae","Australia (NSW, Blue Mts)","TC","58C (1)                                                 ","2016-0180",NA,NA,NA,NA,NA,NA,NA
"937",12353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yucca glauca","soapweed, lamparas de Dios","Asparagaceae","C North Amer","SE","91 (1)                                                 ","2002-0384",NA,NA,NA,NA,NA,NA,NA
"938",12381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zelkova serrata","Japanese zelkova","Ulmaceae","E China, Jpn, Kor & Taiw","TD","19 (1)                                                 ","1975-0483",NA,NA,NA,NA,NA,NA,NA
"939",12382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zelkova serrata","Japanese zelkova","Ulmaceae","E China, Jpn, Kor & Taiw","TD","85A (1)                                                 ","1979-1565",NA,NA,NA,NA,NA,NA,NA
"940",12383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zelkova serrata","Japanese zelkova","Ulmaceae","E China, Jpn, Kor & Taiw","TD","87 (1)                                                 ","1973-0632",NA,NA,NA,NA,NA,NA,NA
"941",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abies kawakamii",NA,NA,"Taiwan","TC","NURS (1)                                                 ","2016-0032",NA,NA,NA,NA,NA,NA,NA
"942",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abies koreana",NA,NA,"South Korea","TC","60 (1), 128 (2)","1979-1009",NA,NA,NA,NA,NA,NA,NA
"943",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acalypha wilkesiana",NA,NA,"Pacific Islands","SD","SEAS (1)                                                 ","2009-0544",NA,NA,NA,NA,NA,NA,NA
"944",426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ailanthus altissima",NA,NA,"N Chn (& worldwide weed)","TD","122 (1)                                                 ","1983-0246",NA,NA,NA,NA,NA,NA,NA
"945",427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ailanthus altissima",NA,NA,"N Chn (& worldwide weed)","TD","74 (7), 127D (2), 134D (4)","1982-1002",NA,NA,NA,NA,NA,NA,NA
"946",594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alstroemeria isabellana",NA,NA,"South America","HD","NURS (3)                                                 ","2017-0304",NA,NA,NA,NA,NA,NA,NA
"947",649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anaphalis margaritacea",NA,NA,"N Amer, Asia","HD","NURS (72)                                                 ","2015-0039",NA,NA,NA,NA,NA,NA,NA
"948",650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anaphalis margaritacea",NA,NA,"N Amer, Asia","HD","NURS (27)                                                 ","2015-0030",NA,NA,NA,NA,NA,NA,NA
"949",651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anaphalis margaritacea",NA,NA,"N Amer, Asia","HD","NURS (27), 4 (5), 24A (10)","2011-0302",NA,NA,NA,NA,NA,NA,NA
"950",652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anaphalis margaritacea",NA,NA,"N Amer, Asia","HD","137G (6)                                                 ","2013-0211",NA,NA,NA,NA,NA,NA,NA
"951",744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Angelica archangelica",NA,NA,"Europe & Asia","HD","41B (3)                                                 ","2014-0184",NA,NA,NA,NA,NA,NA,NA
"952",745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Angelica archangelica",NA,NA,"Europe & Asia","HD","41B (3)                                                 ","1995-0607",NA,NA,NA,NA,NA,NA,NA
"953",746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Angelica archangelica",NA,NA,"Europe & Asia","HD","NURS (3)                                                 ","2010-0159",NA,NA,NA,NA,NA,NA,NA
"954",747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Angelica archangelica",NA,NA,"Europe & Asia","HD","NURS (2), 41B (1)","2008-0245",NA,NA,NA,NA,NA,NA,NA
"955",771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Apocynum cannabinum",NA,NA,"Canada & USA","HD","29 (4), 39 (1)","1992-0515",NA,NA,NA,NA,NA,NA,NA
"956",827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachniodes simplicior",NA,NA,"China & Japan","HE","128 (10)                                                 ","2002-0283",NA,NA,NA,NA,NA,NA,NA
"957",828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachniodes simplicior",NA,NA,"China & Japan","HE","NURS (10), 121 (10)","2012-0223",NA,NA,NA,NA,NA,NA,NA
"958",865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arbutus unedo",NA,NA,"SW Ireland to Asia Minor","SE","32A (4)                                                 ","1973-0605",NA,NA,NA,NA,NA,NA,NA
"959",866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arbutus unedo",NA,NA,"SW Ireland to Asia Minor","SE","32A (3)                                                 ","1994-0455",NA,NA,NA,NA,NA,NA,NA
"960",954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aristolochia clematitis",NA,NA,"Europe, e to Caucasus","VD","80A (1), 127B (1)","1997-0722",NA,NA,NA,NA,NA,NA,NA
"961",963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Armeria maritima",NA,NA,"Can, USA, Ice & Eurasia","HE","24A (48)                                                 ","2000-0342",NA,NA,NA,NA,NA,NA,NA
"962",964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Armeria maritima",NA,NA,"Can, USA, Ice & Eurasia","HE","24A (36)                                                 ","2009-0617",NA,NA,NA,NA,NA,NA,NA
"963",965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Armeria maritima",NA,NA,"Can, USA, Ice & Eurasia","HE","135C (1)                                                 ","1996-0108",NA,NA,NA,NA,NA,NA,NA
"964",1075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asimina triloba",NA,NA,"NY to Fla & Texas","TD","107A (1)                                                 ","2012-0020",NA,NA,NA,NA,NA,NA,NA
"965",1076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asimina triloba",NA,NA,"NY to Fla & Texas","TD","27 (2)                                                 ","1978-0364",NA,NA,NA,NA,NA,NA,NA
"966",1104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Astelia banksii",NA,NA,"New Zealand","HE","58C (5)                                                 ","2009-0200",NA,NA,NA,NA,NA,NA,NA
"967",1105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Astelia banksii",NA,NA,"New Zealand","HE","58 (2)                                                 ","2008-0221",NA,NA,NA,NA,NA,NA,NA
"968",1271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Azara serrata",NA,NA,"Chile","SE","59 (1)                                                 ","1999-0379",NA,NA,NA,NA,NA,NA,NA
"969",1419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Billardiera heterophylla",NA,NA,"W Australia","VE","58C (1)                                                 ","2010-0305",NA,NA,NA,NA,NA,NA,NA
"970",1420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Billardiera heterophylla",NA,NA,"W Australia","VE","NURS (7)                                                 ","2003-0012",NA,NA,NA,NA,NA,NA,NA
"971",1518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butia capitata",NA,NA,"South America","TE","NURS (1)                                                 ","2017-0232",NA,NA,NA,NA,NA,NA,NA
"972",1519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butomus umbellatus",NA,NA,"Eurasia","W","LK04 (20)                                                 ","1989-0072",NA,NA,NA,NA,NA,NA,NA
"973",1520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butomus umbellatus",NA,NA,"Eurasia","W","SEAS (1)                                                 ","2005-0044",NA,NA,NA,NA,NA,NA,NA
"974",1521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butomus umbellatus",NA,NA,"Eurasia","W","LK04 (10)                                                 ","1989-0170",NA,NA,NA,NA,NA,NA,NA
"975",1522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butomus umbellatus",NA,NA,"Eurasia","W","LK05 (1)                                                 ","1988-0160",NA,NA,NA,NA,NA,NA,NA
"976",1719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Calycanthus occidentalis",NA,NA,"California","SD","22A (3)                                                 ","1973-0450",NA,NA,NA,NA,NA,NA,NA
"977",1837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Campanula patula",NA,NA,"Europe & W Siberia","B","50Q (17)                                                 ","1996-0591",NA,NA,NA,NA,NA,NA,NA
"978",1881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canna indica",NA,NA,"neotrop, widely nat","HE","SEAS (1)                                                 ","2001-0347",NA,NA,NA,NA,NA,NA,NA
"979",1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carica papaya",NA,NA,"tropical America","TE","SEAS (1)                                                 ","2001-0340",NA,NA,NA,NA,NA,NA,NA
"980",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carpobrotus edulis",NA,NA,"S Afr, widely nat","HE","SEAS (1)                                                 ","2001-0341",NA,NA,NA,NA,NA,NA,NA
"981",2047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Celtis sinensis",NA,NA,"China, Japan & Korea","TD","136 (1)                                                 ","1981-0144",NA,NA,NA,NA,NA,NA,NA
"982",2203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chloranthus serratus",NA,NA,"China & Japan","HD","86 (5)                                                 ","2013-0237",NA,NA,NA,NA,NA,NA,NA
"983",2547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corokia cotoneaster",NA,NA,"New Zealand","SE","NURS (5)                                                 ","2013-0309",NA,NA,NA,NA,NA,NA,NA
"984",2603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corymbia citriodora",NA,NA,"E Australia","TE","NURS (1)                                                 ","2010-0160",NA,NA,NA,NA,NA,NA,NA
"985",2604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corymbia citriodora",NA,NA,"E Australia","TE","NURS (3)                                                 ","2017-0178",NA,NA,NA,NA,NA,NA,NA
"986",2605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corymbia citriodora",NA,NA,"E Australia","TE","SEAS (2)                                                 ","1995-0573",NA,NA,NA,NA,NA,NA,NA
"987",2663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crambe maritima",NA,NA,"Europe","HD","69B (9), 61 (2)","2003-0108",NA,NA,NA,NA,NA,NA,NA
"988",2798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyathea australis",NA,NA,"Eastern Australia","TE","NURS (15)                                                 ","2017-0326",NA,NA,NA,NA,NA,NA,NA
"989",2799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyathea australis",NA,NA,"Eastern Australia","TE","SEAS (1)                                                 ","2007-0005",NA,NA,NA,NA,NA,NA,NA
"990",2804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cycas revoluta",NA,NA,"Japan","SE","SEAS (1)                                                 ","1979-0573",NA,NA,NA,NA,NA,NA,NA
"991",2805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cycas revoluta",NA,NA,"Japan","SE","SEAS (1)                                                 ","2003-0165",NA,NA,NA,NA,NA,NA,NA
"992",2806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cycas revoluta",NA,NA,"Japan","SE","SEAS (1)                                                 ","1984-0033",NA,NA,NA,NA,NA,NA,NA
"993",2871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cypripedium japonicum",NA,NA,"China & Japan","HD","127A (1), 127B (2)","1999-0002",NA,NA,NA,NA,NA,NA,NA
"994",2950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daphne oleoides",NA,NA,"SE Spain to Himalayas","SE","51C (1)                                                 ","2015-0080",NA,NA,NA,NA,NA,NA,NA
"995",2965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Datisca cannabina",NA,NA,"Greece (Crete) to W Asia","HD","123 (12), 32B (1)","2016-0108",NA,NA,NA,NA,NA,NA,NA
"996",2972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Decumaria barbara",NA,NA,"SE USA","SD","33A (1)                                                 ","2013-0308",NA,NA,NA,NA,NA,NA,NA
"997",2973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Decumaria barbara",NA,NA,"SE USA","SD","NURS (2)                                                 ","2016-0214",NA,NA,NA,NA,NA,NA,NA
"998",3012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dennstaedtia punctilobula",NA,NA,"E North America","HD","NURS (10)                                                 ","2008-0494",NA,NA,NA,NA,NA,NA,NA
"999",3119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicksonia antarctica",NA,NA,"E Austrl (inc Tasmania)","HE","58 (3)                                                 ","2004-0017",NA,NA,NA,NA,NA,NA,NA
"1000",3120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicksonia antarctica",NA,NA,"E Austrl (inc Tasmania)","HE","58A (2)                                                 ","1997-0691",NA,NA,NA,NA,NA,NA,NA
"1001",3121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicksonia antarctica",NA,NA,"E Austrl (inc Tasmania)","HE","NURS (2)                                                 ","2017-0280",NA,NA,NA,NA,NA,NA,NA
"1002",3122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicksonia antarctica",NA,NA,"E Austrl (inc Tasmania)","HE","NURS (4)                                                 ","2017-0297",NA,NA,NA,NA,NA,NA,NA
"1003",3123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicksonia antarctica",NA,NA,"E Austrl (inc Tasmania)","HE","130A (3)                                                 ","1994-0001",NA,NA,NA,NA,NA,NA,NA
"1004",3124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicksonia antarctica",NA,NA,"E Austrl (inc Tasmania)","HE","130D (5)                                                 ","2016-0149",NA,NA,NA,NA,NA,NA,NA
"1005",3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicksonia antarctica",NA,NA,"E Austrl (inc Tasmania)","HE","130B (3)                                                 ","2014-0151",NA,NA,NA,NA,NA,NA,NA
"1006",3163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dionaea muscipula",NA,NA,"North & South Carolina","HD","SEAS (5)                                                 ","2005-0083",NA,NA,NA,NA,NA,NA,NA
"1007",3259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dryopteris carthusiana",NA,NA,"Can, USA, Eur & Eurasia","HD","128 (5), 130B (1)","1993-0145",NA,NA,NA,NA,NA,NA,NA
"1008",3271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dryopteris dilatata",NA,NA,"Ala to Maritimes; Europe","HD","48S (1)                                                 ","2003-0196",NA,NA,NA,NA,NA,NA,NA
"1009",3272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dryopteris dilatata",NA,NA,"Ala to Maritimes; Europe","HD","96A (1)                                                 ","1995-0411",NA,NA,NA,NA,NA,NA,NA
"1010",3304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dryopteris goldiana",NA,NA,"E North America","HD","NURS (25), 16 (3)","2017-0289",NA,NA,NA,NA,NA,NA,NA
"1011",3305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dryopteris goldiana",NA,NA,"E North America","HD","130B (10)                                                 ","2016-0152",NA,NA,NA,NA,NA,NA,NA
"1012",3306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dryopteris goldiana",NA,NA,"E North America","HD","NURS (20)                                                 ","2017-0057",NA,NA,NA,NA,NA,NA,NA
"1013",3405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eichhornia azurea",NA,NA,"Central America to N Argentina","W","SEAS (1)                                                 ","2005-0050",NA,NA,NA,NA,NA,NA,NA
"1014",3442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ensete ventricosum",NA,NA,"Ethiopia","HE","SEAS (1)                                                 ","1990-0180",NA,NA,NA,NA,NA,NA,NA
"1015",3443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ensete ventricosum",NA,NA,"Ethiopia","HE","SEAS (1)                                                 ","2001-0104",NA,NA,NA,NA,NA,NA,NA
"1016",3599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erica cinerea",NA,NA,"Norway to Brit,Sp &Italy","SE","65 (25)                                                 ","1974-1093",NA,NA,NA,NA,NA,NA,NA
"1017",3847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eucommia ulmoides",NA,NA,"C China","TD","74 (1)                                                 ","1992-0024",NA,NA,NA,NA,NA,NA,NA
"1018",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eucryphia lucida",NA,NA,"Australia (Tasmania)","TE","46D (1)                                                 ","1977-0442",NA,NA,NA,NA,NA,NA,NA
"1019",3947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Euptelea polyandra",NA,NA,"C Japan","TD","85A (1)                                                 ","1997-0444",NA,NA,NA,NA,NA,NA,NA
"1020",4363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gaura lindheimeri",NA,NA,"La & Tex, s to Mexico","HD","39 (7)                                                 ","1994-0589",NA,NA,NA,NA,NA,NA,NA
"1021",4364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gaura lindheimeri",NA,NA,"La & Tex, s to Mexico","HD","55 (16)                                                 ","1995-0618",NA,NA,NA,NA,NA,NA,NA
"1022",4411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gentiana verna",NA,NA,"Britain, Ireland & Europe","HE","TR04 (1)                                                 ","2007-0211",NA,NA,NA,NA,NA,NA,NA
"1023",4412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gentiana verna",NA,NA,"Britain, Ireland & Europe","HE","TR04 (1)                                                 ","2007-0114",NA,NA,NA,NA,NA,NA,NA
"1024",4413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gentiana verna",NA,NA,"Britain, Ireland & Europe","HE","TR04 (1)                                                 ","2006-0063",NA,NA,NA,NA,NA,NA,NA
"1025",4414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gentiana verna",NA,NA,"Britain, Ireland & Europe","HE","NURS (2)                                                 ","2010-0226",NA,NA,NA,NA,NA,NA,NA
"1026",4477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geranium tuberosum",NA,NA,"Mediterranean to W Iran","HD","32 (1)                                                 ","1981-0694",NA,NA,NA,NA,NA,NA,NA
"1027",4554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grevillea robusta",NA,NA,"Australia (Qld & NSW)","TE","58 (1)                                                 ","2003-0178",NA,NA,NA,NA,NA,NA,NA
"1028",4562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gunnera magellanica",NA,NA,"S South America & Falk","HD","57 (6), 59 (6), 46F (3), 67 (24)","1997-0401",NA,NA,NA,NA,NA,NA,NA
"1029",4563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gunnera magellanica",NA,NA,"S South America & Falk","HD","59 (9)                                                 ","2013-0282",NA,NA,NA,NA,NA,NA,NA
"1030",5929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lapageria rosea",NA,NA,"Chile","VE","NURS (12)                                                 ","2008-0365",NA,NA,NA,NA,NA,NA,NA
"1031",6372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Limnanthes douglasii",NA,NA,"California & S Oregon","HD","22A (1)                                                 ","1974-1021",NA,NA,NA,NA,NA,NA,NA
"1032",6373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Limnanthes douglasii",NA,NA,"California & S Oregon","HD","22A (5)                                                 ","1984-0382",NA,NA,NA,NA,NA,NA,NA
"1033",6374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Limnanthes douglasii",NA,NA,"California & S Oregon","HD","24E (1), 22A (1), 88 (6)","1985-0005",NA,NA,NA,NA,NA,NA,NA
"1034",6805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Melianthus major",NA,NA,"S Africa, nat in India","HE","SEAS (8)                                                 ","1995-0136",NA,NA,NA,NA,NA,NA,NA
"1035",6872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mimulus moschatus",NA,NA,"BC to Nfld, s to W Va & Calif","HD","24E (10)                                                 ","2000-0238",NA,NA,NA,NA,NA,NA,NA
"1036",6903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Molinia caerulea",NA,NA,"Eurasia","HD","24B (8)                                                 ","1994-0626",NA,NA,NA,NA,NA,NA,NA
"1037",6904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Molinia caerulea",NA,NA,"Eurasia","HD","126A (29)                                                 ","1997-0251",NA,NA,NA,NA,NA,NA,NA
"1038",6936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morus australis",NA,NA,"China, Japan & Korea","TD","128 (1)                                                 ","1990-0600",NA,NA,NA,NA,NA,NA,NA
"1039",7159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neillia sinensis",NA,NA,"C China","SD","136 (1)                                                 ","1984-0057",NA,NA,NA,NA,NA,NA,NA
"1040",7197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nymphaea alba",NA,NA,"N Africa & Eurasia","HD","LK04 (1)                                                 ","1991-0106",NA,NA,NA,NA,NA,NA,NA
